,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0351,0.128,-0.274,0.785,-0.288,0.218
mkt-rf,0.9903,0.011,88.078,0.0,0.968,1.012
FX Factor,0.0011,0.005,0.243,0.808,-0.008,0.01
