,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1603,0.116,-1.387,0.167,-0.388,0.067
mkt-rf,1.0334,0.018,55.928,0.0,0.997,1.07
FX Factor,0.0068,0.005,1.476,0.141,-0.002,0.016
