,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1011,0.13,0.78,0.436,-0.154,0.357
mkt-rf,0.9763,0.021,46.059,0.0,0.935,1.018
FX Factor,-0.0038,0.004,-0.904,0.367,-0.012,0.004
