,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0737,0.05,1.463,0.145,-0.025,0.173
mkt-rf,0.9886,0.008,122.824,0.0,0.973,1.004
FX Factor,-0.0029,0.002,-1.448,0.149,-0.007,0.001
