,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0111,0.09,0.124,0.901,-0.166,0.188
mkt-rf,0.9821,0.008,124.801,0.0,0.967,0.998
FX Factor,-0.0007,0.003,-0.218,0.828,-0.007,0.006
