,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0368,0.1,0.369,0.712,-0.16,0.233
mkt-rf,0.9895,0.016,62.075,0.0,0.958,1.021
FX Factor,-0.0015,0.004,-0.391,0.696,-0.009,0.006
