,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0026,0.14,0.018,0.985,-0.274,0.279
mkt-rf,0.988,0.012,80.332,0.0,0.964,1.012
FX Factor,-0.0003,0.005,-0.062,0.951,-0.01,0.009
