,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0113,0.21,0.054,0.957,-0.402,0.425
mkt-rf,0.9712,0.018,52.815,0.0,0.935,1.007
FX Factor,-0.0009,0.007,-0.115,0.909,-0.015,0.014
