,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1235,0.131,-0.945,0.345,-0.381,0.134
mkt-rf,0.9875,0.011,86.269,0.0,0.965,1.01
FX Factor,0.0042,0.005,0.915,0.361,-0.005,0.013
