,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0199,0.042,-0.47,0.639,-0.103,0.063
mkt-rf,0.9974,0.007,144.527,0.0,0.984,1.011
FX Factor,0.0006,0.001,0.407,0.685,-0.002,0.003
