,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0156,0.044,-0.351,0.726,-0.103,0.072
mkt-rf,0.9964,0.007,137.362,0.0,0.982,1.011
FX Factor,0.0004,0.001,0.277,0.782,-0.002,0.003
