,Date,market,rf,SMB,HML,Open,High,Low,Close,Adj Close,Volume,return,Daily_Return,mkt-rf,ER,abnormal_returns,const,(mkt-rf),(SMB),(HML)
0,2019-07-24,-0.0010504911956241,0.006750000000000001,-0.0223547606062919,0.071122265271362,9.66820240020752,9.711751937866213,9.581101417541504,9.581101417541504,8.796276092529297,2907344,-0.004524791378035544,-0.004524748183797778,-0.007800491195624101,-0.004448167808194995,7.658037560278295e-05,,,,
1,2019-07-25,0.0005166893518236,0.00674,0.1424325255229027,0.0515778478745566,9.624650955200195,9.66820240020752,9.581101417541504,9.66820240020752,8.876242637634277,1556161,0.00909091542508331,0.009090954429328946,-0.006223310648176401,0.01706249674090955,0.007971542311580603,0.0022966029577708826,1.3088001635007782,0.01969672005183295,-0.016286538495010817
2,2019-07-26,-0.0045176706470294,0.0069,0.1441943646526901,-0.196937008768804,9.624650955200195,9.798852920532228,9.624650955200195,9.798852920532228,8.996191024780273,2460117,0.013513424204059146,0.013513419139471017,-0.0114176706470294,-0.00351594881863879,-0.017029367958109807,0.0022063064473289077,1.3012756770068898,0.019944162856921185,-0.016168755103753322
3,2019-07-29,-0.0005738166734628,0.00695,-0.0351153715849261,0.0094775805806401,9.84240436553955,9.885953903198242,9.755303382873535,9.84240436553955,9.036173820495604,1617435,0.004444545229989911,0.004444413819715054,-0.007523816673462799,0.012562561615665028,0.008118147795949974,0.00210081382889251,1.2978574400515392,0.020444542687284725,-0.0161101564842601
4,2019-07-30,-0.0050368763292828,0.00695,-0.104760780543247,-0.1321294022059579,9.84240436553955,9.84240436553955,9.66820240020752,9.755303382873535,8.956207275390625,2127141,-0.008849563524434697,-0.008849602353111052,-0.0119868763292828,-0.005496892024488881,0.003352710328622171,0.002161608895139195,1.297431856301942,0.020065686810427398,-0.016283612448581924
5,2019-07-31,-0.0006546842881721,0.0069,0.0335917842069464,-0.0224816261318719,9.755303382873535,9.755303382873535,9.624650955200195,9.755303382873535,8.956207275390625,1526137,0.0,0.0,-0.0075546842881721,-0.005707455373075376,-0.005707455373075376,0.002149344774283177,1.2914429378250245,0.020105562359061763,-0.01596305887571974
6,2019-08-01,-0.0085052836262937,0.006999999999999999,0.0483849726067363,-0.1301681201697755,9.66820240020752,9.755303382873535,9.66820240020752,9.711751937866213,8.916223526000977,1350164,-0.004464386528847824,-0.004464361772813508,-0.015505283626293699,-0.007728211165356582,-0.0032638493925430745,0.0026121829764205527,1.329151038663347,0.018050126704943808,-0.01774807801479281
7,2019-08-02,-0.0170251786463065,0.006999999999999999,-0.0457561666734706,-0.307136606683719,9.711751937866213,9.711751937866213,9.581101417541504,9.581101417541504,8.796276092529297,3677523,-0.013452827168628499,-0.013452717187035113,-0.0240251786463065,0.005928435601244385,0.019381152788279496,0.0025963489245007148,1.3284186811888636,0.017911613635815296,-0.017729489922291626
8,2019-08-05,-0.0119091293944567,0.0068000000000000005,0.1112275894811173,-0.2999311623289139,9.319798469543455,9.363348960876465,8.971393585205078,8.971393585205078,8.467442512512207,2799997,-0.06363650751260662,-0.03738327180252665,-0.0187091293944567,-0.0017194931482815176,0.03566377865424514,0.0025961444977895287,1.3330129437375384,0.018262855829278384,-0.01770982096678089
9,2019-08-06,-0.0027495949809492,0.0069,-0.1088388500305653,0.1124235625082555,8.840743064880371,8.884293556213379,8.622990608215332,8.797192573547363,8.30302619934082,2916343,-0.019417385939347657,-0.01941747026075835,-0.0096495949809492,-0.00478403654353066,0.014633433717227692,0.0026178517570774754,1.3292967239417415,0.018258331751193853,-0.017322669666077633
10,2019-08-07,-0.0008244847158421,0.006750000000000001,0.0066907187882801,0.0669654325880532,8.840743064880371,8.884293556213379,8.753642082214355,8.753642082214355,8.261921882629395,1141509,-0.0049504988061715915,-0.004950522342647701,-0.007574484715842101,0.007681017209903855,0.012631539552551556,0.0022740596149042123,1.3056621547353078,0.020608175297085182,-0.01643420388102102
11,2019-08-08,0.0104283336254382,0.0066500000000000005,-0.036874339682887,0.4154995699572797,8.753642082214355,8.884293556213379,8.753642082214355,8.884293556213379,8.385234832763672,1107310,0.014925384516746581,0.014925455830506085,0.0037783336254381987,-0.0004197962296069056,-0.015345252060112991,0.002060648239765755,1.2888393006001095,0.02172377961765845,-0.01555004229392739
12,2019-08-12,-0.0021087144128271,0.006600000000000001,0.1784100904950459,-0.0582709112006545,8.884293556213379,8.927844047546387,8.753642082214355,8.797192573547363,8.30302619934082,1375789,-0.009803928935362576,-0.009803975089837325,-0.008708714412827102,-0.006340252205077366,0.0034637228847599587,0.0020680119038479364,1.2914905362812166,0.02171494331681237,-0.015625287078158138
13,2019-08-13,-0.0104752120467409,0.0064,0.0780205117031939,-0.264458791450158,8.797192573547363,8.884293556213379,8.753642082214355,8.753642082214355,8.261921882629395,1115417,-0.0049504988061715915,-0.004950522342647701,-0.0168752120467409,-0.002401670528777462,0.0025488518138702385,0.0020100123035904725,1.2810404168040392,0.023031495548847657,-0.014853499626581291
14,2019-08-14,0.0062793058460721,0.006500000000000001,-0.0215576761886129,0.2557314448540548,8.797192573547363,8.840743064880371,8.710091590881348,8.710091590881348,8.220818519592285,2087907,-0.00497512817224886,-0.004975036513420572,-0.00022069415392790039,-0.0011467483971536897,0.0038282881162668824,0.0021157748723243733,1.2825690121300783,0.02386055209371866,-0.014943538067950296
15,2019-08-15,-0.0096474094951899,0.0063,0.0203149925298604,-0.0967484073579167,8.675251007080078,8.675251007080078,8.622990608215332,8.66654109954834,8.179715156555176,1635556,-0.00500000383217567,-0.004999911254475409,-0.0159474094951899,0.0033816258871310575,0.008381537141606466,0.002186707629611284,1.2848509481978194,0.02342061551985909,-0.015187160738789798
16,2019-08-16,0.0090789761229831,0.0064,-0.0581132301114788,0.1276678476615936,8.66654109954834,8.797192573547363,8.66654109954834,8.753642082214355,8.261921882629395,742617,0.010050258997854972,0.010050071976936525,0.0026789761229831,-0.0014578572962860121,-0.011507929273222538,0.002144948561850708,1.28277585274051,0.023926257867168656,-0.01489979681247249
17,2019-08-19,0.0065119537632446,0.006600000000000001,-0.0733355000331697,0.2522795149078218,8.797192573547363,8.840743064880371,8.753642082214355,8.797192573547363,8.30302619934082,731638,0.00497512817224886,0.004975151943501954,-8.804623675540049e-05,-0.00029982988152350495,-0.005274981825025459,0.002140097012485539,1.2826205834961524,0.023923834545619773,-0.014893590394638258
18,2019-08-20,0.0032177332856632,0.006600000000000001,-0.0899128787635103,0.2101906743105611,8.797192573547363,8.884293556213379,8.797192573547363,8.797192573547363,8.30302619934082,1069163,0.0,0.0,-0.0033822667143368007,0.001598310992479035,0.001598310992479035,0.0020737817183177345,1.2706651175641746,0.024016257124868698,-0.014629958329073121
19,2019-08-21,0.0003135951235447,0.006600000000000001,0.0278152143651608,-0.0343102428887528,8.797192573547363,8.840743064880371,8.710091590881348,8.797192573547363,8.30302619934082,1859461,0.0,0.0,-0.0062864048764553005,-0.008420631876852873,-0.008420631876852873,0.0019533787277140435,1.2483192401486003,0.023357837668499436,-0.014511037267068337
20,2019-08-22,0.000378163068257,0.006600000000000001,0.0648611004138347,0.0076023258370309,8.840743064880371,8.840743064880371,8.710091590881348,8.753642082214355,8.261921882629395,2506998,-0.0049504988061715915,-0.004950522342647701,-0.006221836931743001,0.006832234230641797,0.011782756573289498,0.0023202133658727225,1.3272055563705436,0.022737148844873246,-0.015544288426821474
21,2019-08-23,0.0007910970512854,0.0068000000000000005,0.0102947541309678,-0.0558990969189011,8.832033157348633,9.19437313079834,8.832033157348633,9.103788375854492,8.592399597167969,4762737,0.04000006972544191,0.04000010157847167,-0.006008902948714601,-0.0012561599272830164,-0.041256261505754684,0.002472811482482926,1.3588411249089623,0.02339754887227252,-0.016202133553548916
22,2019-08-26,-0.0174167884885819,0.006500000000000001,0.0026008164849495,-0.4265833140260698,9.031319618225098,9.103788375854492,9.022260665893556,9.058494567871094,8.549650192260742,1214030,-0.004975270306538415,-0.004975258008405037,-0.0239167884885819,0.0002512303870502877,0.005226488395455324,0.002486676795240617,1.363071049524963,0.023270789615957545,-0.016368722756120883
23,2019-08-27,0.0031541778426645,0.0068000000000000005,-0.0274358122004623,0.1443956520206291,9.149080276489258,9.149080276489258,9.049436569213867,9.058494567871094,8.549650192260742,890170,0.0,0.0,-0.0036458221573355005,-0.007256559114586074,-0.007256559114586074,0.0024910545136498288,1.359735523847112,0.0243358815433978,-0.015515448673368718
24,2019-08-28,0.0045305214372665,0.0068000000000000005,-0.1055280106979544,0.1717298035728282,9.058494567871094,9.103788375854492,9.058494567871094,9.058494567871094,8.549650192260742,675086,0.0,0.0,-0.0022694785627335005,0.0025810036616894343,0.0025810036616894343,0.0025716420993400152,1.3768422179962472,0.022037080118094715,-0.01666798781554635
25,2019-08-29,0.0026968436119903,0.0068000000000000005,-0.0079027218502142,0.1774298275291945,9.103788375854492,9.103788375854492,9.058494567871094,9.058494567871094,8.549650192260742,816956,0.0,0.0,-0.004103156388009701,0.0017131088041739656,0.0017131088041739656,0.0025595296880182293,1.3718692543878601,0.021977643962780142,-0.0166739615116043
26,2019-08-30,0.0148741852357132,0.0068000000000000005,-0.1235485839880594,0.2834241787351876,9.103788375854492,9.149080276489258,9.058494567871094,9.058494567871094,8.549650192260742,1098992,0.0,0.0,0.0080741852357132,0.003070309841511411,0.003070309841511411,0.0025042595556180993,1.3705871146945339,0.02141009465999836,-0.017086841977406467
27,2019-09-03,-0.0072064628323412,0.0068000000000000005,0.0981701179773123,-0.2857061465383508,9.330249786376951,9.556713104248049,9.284957885742188,9.4661283493042,8.934386253356934,3474105,0.01951225474487222,0.019512173356996287,-0.0140064628323412,-0.00028665778921338654,-0.019798831146209672,0.002359251193394,1.3465441206248818,0.02156799754297749,-0.01651114638519653
28,2019-09-04,0.0093860237428164,0.0068000000000000005,-0.0428400574375938,0.226942907578184,9.556713104248049,9.737882614135742,9.556713104248049,9.602005004882812,9.062629699707031,3893503,0.014353984075083958,0.014353917853273002,0.0025860237428164,-0.0028348645022142913,-0.017188782355487292,0.0024124668035445987,1.352325228322151,0.021443179704829018,-0.01669088279210873
29,2019-09-05,0.0093475859484279,0.0068000000000000005,-0.1767958435305028,0.3226072264551779,9.602005004882812,9.602005004882812,9.4661283493042,9.511420249938965,8.977134704589844,1955449,-0.009433941650497317,-0.009433795482116092,0.0025475859484279002,0.0014635085752426292,0.010897304057358722,0.0024361517967869846,1.3539186761407596,0.021424429684291778,-0.01669053187461381
30,2019-09-06,0.002204156913385,0.0069,-0.0064415050545912,0.0451933185741987,9.511420249938965,9.602005004882812,9.4661283493042,9.511420249938965,8.977134704589844,802628,0.0,0.0,-0.004695843086615,-0.004579205484630994,-0.004579205484630994,0.002439505316198023,1.3535249058726038,0.021397483695625958,-0.01667060408142824
31,2019-09-10,-0.0025100152861914,0.0070999999999999995,0.0089461764763552,-0.1704270487610341,9.556713104248049,9.556713104248049,9.4208345413208,9.4661283493042,8.934386253356934,910682,-0.004761844124704327,-0.004761926008646555,-0.0096100152861914,-0.004454459110840891,0.0003074668978056642,0.002405681684922256,1.350738623304737,0.021444030542902393,-0.016570531788526764
32,2019-09-11,0.0034192827860924,0.0068000000000000005,0.0140505618742595,0.1141401721898183,9.4661283493042,9.511420249938965,9.4208345413208,9.4661283493042,8.934386253356934,903729,0.0,0.0,-0.0033807172139076005,-0.0023456577736263294,-0.0023456577736263294,0.0023496691774081008,1.3485747854946881,0.021073514175623538,-0.016634474058262256
33,2019-09-12,0.00344754309723,0.0070999999999999995,0.0839740387686265,-0.0052019144386262,9.4661283493042,9.602005004882812,9.4661283493042,9.556713104248049,9.019882202148438,1796456,0.009569356298713827,0.009569314149517671,-0.0036524569027699995,-0.004501701992056682,-0.014071016141574353,0.0033708450261320335,1.4425140843441717,0.018412182266015577,-0.020351924659156924
34,2019-09-16,0.0065185641625443,0.0072,-0.1879674549208154,0.2650192890990028,9.602005004882812,9.647297859191896,9.511420249938965,9.511420249938965,8.977134704589844,1446144,-0.004739375747185394,-0.004739252309571396,-0.0006814358374556996,0.0004695179270199361,0.005208770236591331,0.003321368509150032,1.421351695616207,0.016700763442851107,-0.02098316915298186
35,2019-09-17,-0.0021682511647954,0.0074,0.0446186706691641,-0.0154911524231925,9.511420249938965,9.602005004882812,9.511420249938965,9.511420249938965,8.977134704589844,735951,0.0,0.0,-0.0095682511647954,-0.009890148017820247,-0.009890148017820247,0.0033110334906038597,1.4211404178304654,0.01668916873206997,-0.02100072379779312
36,2019-09-18,0.0050531238505218,0.0072,0.0205205511485851,0.1437812731898173,9.602005004882812,10.009636878967283,9.602005004882812,9.919053077697754,9.361867904663086,8238740,0.042857198719760584,0.042857015376692065,-0.0021468761494781996,-0.003198589754185744,-0.04605560513087781,0.0032835987124871465,1.4190105974054164,0.016823444227605948,-0.020922069965458194
37,2019-09-19,-0.0031794828997806,0.0072,0.0836076138431957,-0.0542577841933545,9.919053077697754,10.009636878967283,9.783175468444824,9.783175468444824,9.233623504638672,2700313,-0.013698647258823556,-0.013698591064346899,-0.0103794828997806,-0.002453205163755307,0.011245385900591591,0.0032851799259262645,1.4194847136552884,0.01679683206371074,-0.02095050679343174
38,2019-09-20,0.0032116748279181,0.0073,0.081195578407846,-0.0070300127529034,9.783175468444824,9.828468322753906,9.737882614135742,9.783175468444824,9.233623504638672,1572286,0.0,0.0,-0.0040883251720819,0.001839177768115742,0.001839177768115742,0.0025586758235725646,1.3375427253320131,0.01862524816721875,-0.018560626584021227
39,2019-09-23,-0.0009763221114218,0.0073,0.0450171283183689,0.0290326481635717,9.783175468444824,9.96434497833252,9.737882614135742,9.873760223388672,9.319120407104492,2374545,0.009259238499403855,0.00925930133742936,-0.0082763221114218,-0.0028101633235332255,-0.012069464660962585,0.002868870945340811,1.3557663113519016,0.01785874653660784,-0.020051393946468588
40,2019-09-24,-9.247768282766346e-05,0.0074,-0.0634573207126373,0.029608314209516,9.873760223388672,9.919053077697754,9.737882614135742,9.737882614135742,9.190875053405762,1425051,-0.013761485612245963,-0.013761529854358523,-0.007492477682827664,-0.0018193666784304036,0.01194216317592812,0.0030370210676242846,1.372909926798826,0.017763209495683763,-0.020389124221368446
41,2019-09-25,-0.0040592870760235,0.0070999999999999995,-0.0189586771221309,-0.0592255681836026,9.69258975982666,9.737882614135742,9.647297859191896,9.737882614135742,9.190875053405762,1175425,0.0,0.0,-0.0111592870760235,-0.0012357983911370054,-0.0012357983911370054,0.0027533289688656563,1.3473497104430212,0.019240749123767744,-0.01960039216972246
42,2019-09-26,-0.0001563586275969,0.00723,-0.0557011953850711,0.1092232653354413,9.737882614135742,9.783175468444824,9.69258975982666,9.737882614135742,9.190875053405762,1339089,0.0,0.0,-0.007386358627596901,0.002605659729593913,0.002605659729593913,0.002717595702703128,1.344622116834035,0.019294943295000023,-0.01951343798164818
43,2019-09-27,-0.0038917020676879,0.0072,-0.2506959496897183,0.1606078903092112,9.737882614135742,9.783175468444824,9.556713104248049,9.556713104248049,9.019882202148438,1129683,-0.018604610166968467,-0.018604632340634586,-0.011091702067687899,-0.0016048014809231402,0.016999830859711445,0.002588946810619231,1.3333114156839558,0.019847836765398894,-0.018911236403822442
44,2019-10-01,0.0127400539172225,0.0073,-0.2298777202853502,0.4813343692876559,9.647297859191896,9.737882614135742,9.602005004882812,9.69258975982666,9.148126602172852,996897,0.014217927659481046,0.014217968389195645,0.0054400539172225005,2.2601007053519792e-05,-0.014195367382142126,0.0025640462792980226,1.3321161404946258,0.01973059500287587,-0.018949016226925762
45,2019-10-02,-0.0018026201700775,0.0073,0.0597783390320907,0.0234960439309801,9.69258975982666,9.783175468444824,9.69258975982666,9.69258975982666,9.148126602172852,881980,0.0,0.0,-0.0091026201700775,-0.0023732994279674676,-0.0023732994279674676,0.0026247079774560462,1.337947866071755,0.01986381222200094,-0.019063016510396116
46,2019-10-03,-0.0065738505841197,0.0073,0.0739171386790305,-0.1202611261940047,9.602005004882812,9.69258975982666,9.511420249938965,9.69258975982666,9.148126602172852,738462,0.0,0.0,-0.0138738505841197,-0.006184429726193047,-0.006184429726193047,0.002551218433225827,1.33278076689054,0.02050255070112584,-0.018817543569820693
