,Date,market,rf,SMB,HML,Open,High,Low,Close,Adj Close,Volume,return,Daily_Return,mkt-rf,ER,abnormal_returns,const,(mkt-rf),(SMB),(HML)
0,2019-07-24,-0.0010504911956241,0.006750000000000001,-0.0223547606062919,0.071122265271362,247.5,250.0,243.5,245.0,223.2312469482422,641301,-0.02,-0.02000006832683454,-0.007800491195624101,-0.01981950063139451,0.00018056769544003148,,,,
1,2019-07-25,0.0005166893518236,0.00674,0.1424325255229027,0.0515778478745566,245.0,249.0,243.0,245.5,223.68682861328125,393147,0.0020408163265306124,0.0020408507826177313,-0.006223310648176401,0.02117029879395707,0.01912944801133934,0.007668175748197615,1.9943604668334347,-0.016488140500946276,-0.03437362683036315
2,2019-07-26,-0.0045176706470294,0.0069,0.1441943646526901,-0.196937008768804,245.5,249.0,244.0,247.0,225.0535430908203,296000,0.006109979633401222,0.0061099461511071596,-0.0114176706470294,-0.012551120449114158,-0.018661066600221318,0.007454948475431436,1.9765920533454184,-0.01590382606580051,-0.034095491704520114
3,2019-07-29,-0.0005738166734628,0.00695,-0.0351153715849261,0.0094775805806401,243.5,245.0,240.0,240.0,218.67550659179688,562340,-0.02834008097165992,-0.02834008481461492,-0.007523816673462799,0.015441679363497792,0.04378176417811271,0.007717072851740326,1.9850855692262148,-0.017147152403657762,-0.03424109550898376
4,2019-07-30,-0.0050368763292828,0.00695,-0.104760780543247,-0.1321294022059579,241.0,245.0,238.5,241.5,220.042236328125,459222,0.00625,0.006250035761341088,-0.0119868763292828,-0.01325955368864132,-0.019509589449982406,0.007876482513464816,1.983969653647084,-0.018140543658914057,-0.034695911307431035
5,2019-07-31,-0.0006546842881721,0.0069,0.0335917842069464,-0.0224816261318719,241.5,246.0,240.5,240.5,219.13108825683597,339119,-0.004140786749482402,-0.004140787180195393,-0.0075546842881721,-0.00687445213629345,-0.002733664956098057,0.007847377609996993,1.969756902794913,-0.018045912008806314,-0.03393518162252662
6,2019-08-01,-0.0085052836262937,0.006999999999999999,0.0483849726067363,-0.1301681201697755,238.0,247.0,238.0,245.0,223.2312469482422,465032,0.018711018711018712,0.01871098584880193,-0.015505283626293699,-0.01732629316643598,-0.036037279015237914,0.007693103674281675,1.9571879810900619,-0.017360791060479695,-0.033340196319584285
7,2019-08-02,-0.0170251786463065,0.006999999999999999,-0.0457561666734706,-0.307136606683719,239.0,240.5,232.5,235.0,214.1197662353516,1356525,-0.04081632653061224,-0.04081633211054525,-0.0240251786463065,0.002712558084648745,0.043528890195193994,0.007562765591218369,1.9511595766219565,-0.018500962129817076,-0.03318718833674614
8,2019-08-05,-0.0119091293944567,0.0068000000000000005,0.1112275894811173,-0.2999311623289139,231.0,232.0,218.5,225.0,205.0082855224609,1327105,-0.0425531914893617,-0.0425531975542871,-0.0187091293944567,-0.014261613027963515,0.02829158452632359,0.007562985591237543,1.9462153213268318,-0.01887896209314074,-0.03320835568110304
9,2019-08-06,-0.0027495949809492,0.0069,-0.1088388500305653,0.1124235625082555,219.5,221.0,213.5,220.5,200.9081115722656,702396,-0.02,-0.020000040192258983,-0.0096495949809492,-0.005315247528857776,0.014684792663401208,0.007547548994041076,1.9488580219699898,-0.01887574490343602,-0.033483669049952196
10,2019-08-07,-0.0008244847158421,0.006750000000000001,0.0066907187882801,0.0669654325880532,221.0,233.5,221.0,224.5,204.5527191162109,941904,0.018140589569160998,0.018140668962658424,-0.007574484715842101,-0.0014371681692712573,-0.01957783713192968,0.007335620709027064,1.9342886554705108,-0.017427200124069692,-0.03293598047007239
11,2019-08-08,0.0104283336254382,0.0066500000000000005,-0.036874339682887,0.4154995699572797,237.5,246.5,237.5,246.5,224.5979766845703,902643,0.09799554565701558,0.0979955566221109,0.0037783336254381987,-0.0020256444473303074,-0.1000212010694412,0.007267417181127529,1.9289122878771003,-0.017070667346219082,-0.03265341381009954
12,2019-08-12,-0.0021087144128271,0.006600000000000001,0.1784100904950459,-0.0582709112006545,260.0,271.0,258.5,266.0,242.36534118652344,4495030,0.07910750507099391,0.07910741122528431,-0.008708714412827102,-0.008510772679887375,-0.08761818390517168,0.00734161112362759,1.9556252972544015,-0.017159699109422402,-0.03341155637776198
13,2019-08-13,-0.0104752120467409,0.0064,0.0780205117031939,-0.264458791450158,265.0,270.0,264.5,268.0,244.1876678466797,1548169,0.007518796992481203,0.007518924328185239,-0.0168752120467409,-0.015334075094301867,-0.022852999422487107,0.007300302010559913,1.9481823982492863,-0.016222009801718056,-0.03286186543231046
14,2019-08-14,0.0062793058460721,0.006500000000000001,-0.0215576761886129,0.2557314448540548,270.5,270.5,263.0,270.0,246.00994873046875,1127872,0.007462686567164179,0.007462624545532925,-0.00022069415392790039,-0.006325250154320795,-0.01378787469985372,0.007381929097330851,1.9493621614189078,-0.015582147595870633,-0.03293135670653269
15,2019-08-15,-0.0096474094951899,0.0063,0.0203149925298604,-0.0967484073579167,265.5,270.0,260.0,265.0,241.45420837402344,812795,-0.018518518518518517,-0.01851852081574401,-0.0159474094951899,0.003941213842907747,0.022459734658651757,0.007048509118743275,1.9386359031435192,-0.013514222300894947,-0.03178620644307894
16,2019-08-16,0.0090789761229831,0.0064,-0.0581132301114788,0.1276678476615936,265.0,276.0,265.0,271.0,246.9210968017578,1209205,0.022641509433962263,0.0226415122956396,0.0026789761229831,-0.0035097913110641614,-0.02615130360670376,0.007241361469303308,1.9482191399838091,-0.01584938734289706,-0.03311331482045199
17,2019-08-19,0.0065119537632446,0.006600000000000001,-0.0733355000331697,0.2522795149078218,272.0,274.0,270.0,270.5,246.4654998779297,643610,-0.0018450184501845018,-0.001845111372536512,-8.804623675540049e-05,-0.014350657257705044,-0.012505545885168532,0.007204178154427329,1.9470291231935337,-0.015867960198991848,-0.0330657475030422
18,2019-08-20,0.0032177332856632,0.006600000000000001,-0.0899128787635103,0.2101906743105611,268.0,274.5,266.5,270.5,246.4654998779297,1091825,0.0,0.0,-0.0033822667143368007,-0.007181560126995418,-0.007181560126995418,0.0065557464334398356,1.8301284376614337,-0.01496425113951958,-0.030487950086514518
19,2019-08-21,0.0003135951235447,0.006600000000000001,0.0278152143651608,-0.0343102428887528,272.5,277.5,271.0,273.5,249.198974609375,727327,0.011090573012939002,0.01109069923700945,-0.0062864048764553005,-0.01472350896472207,-0.02581420820173152,0.007090249831372295,1.929328194648536,-0.012041338386860858,-0.03101587477849129
20,2019-08-22,0.000378163068257,0.006600000000000001,0.0648611004138347,0.0076023258370309,276.0,277.5,267.0,270.5,246.4654998779297,1007226,-0.010968921389396709,-0.010969044859554855,-0.006221836931743001,0.0064999220601601486,0.017468966919715005,0.007439547965584094,2.004443356099694,-0.012632355225148297,-0.0319997314395896
21,2019-08-23,0.0007910970512854,0.0068000000000000005,0.0102947541309678,-0.0558990969189011,270.0,273.0,263.5,269.0,245.0988006591797,1690252,-0.005545286506469501,-0.005545194842389356,-0.006008902948714601,-0.007850634005647705,-0.002305439163258349,0.007607479309311096,2.0392577014680247,-0.011905597474384084,-0.032723677570443796
22,2019-08-26,-0.0174167884885819,0.006500000000000001,0.0026008164849495,-0.4265833140260698,262.0,265.5,259.5,263.5,240.0874938964844,1152288,-0.020446096654275093,-0.02044606807221272,-0.0239167884885819,-0.004740909986102753,0.015705158086109967,0.007506505874872755,2.008453490747571,-0.0109824796420861,-0.03151050018180501
23,2019-08-27,0.0031541778426645,0.0068000000000000005,-0.0274358122004623,0.1443956520206291,265.0,270.5,262.5,267.0,243.2765045166016,972800,0.013282732447817837,0.013282701936537133,-0.0036458221573355005,-0.011934814509514393,-0.025217516446051524,0.0075534266897264064,1.9727029997063636,0.0004332799974863036,-0.02236502495621555
24,2019-08-28,0.0045305214372665,0.0068000000000000005,-0.1055280106979544,0.1717298035728282,263.0,268.0,262.0,263.0,239.6319274902344,1049900,-0.0149812734082397,-0.014981212565549962,-0.0022694785627335005,0.003356071593213465,0.01833728415876343,0.0070243171395793745,1.8603865037071705,0.015526396109644833,-0.014797861083240809
25,2019-08-29,0.0026968436119903,0.0068000000000000005,-0.0079027218502142,0.1774298275291945,264.0,280.5,264.0,272.0,247.83224487304688,1309367,0.034220532319391636,0.034220470822472704,-0.004103156388009701,-0.0028230469581569757,-0.03704351778062968,0.006946872915763848,1.8285904148456058,0.015146373767881083,-0.014836055646009282
26,2019-08-30,0.0148741852357132,0.0068000000000000005,-0.1235485839880594,0.2834241787351876,272.0,278.0,271.5,275.0,250.565673828125,629562,0.011029411764705883,0.011029351553823563,0.0080741852357132,0.0062207087006363815,-0.004808642853187182,0.006937900096952453,1.8283822661284002,0.015054235087562803,-0.014903084644303826
27,2019-09-03,-0.0072064628323412,0.0068000000000000005,0.0981701179773123,-0.2857061465383508,268.5,277.0,268.0,273.0,248.743408203125,904138,0.01675977653631285,0.016759809290112004,-0.0140064628323412,-0.0017356492596482772,-0.018495458549760282,0.007043552819145049,1.8458999301731374,0.014939187450494051,-0.015322534981777915
