,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0102,0.055,0.187,0.852,-0.097,0.118
mkt-rf,0.9999,0.009,114.548,0.0,0.983,1.017
FX Factor,-0.0004,0.002,-0.175,0.861,-0.005,0.004
