,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0867,0.326,-0.266,0.791,-0.729,0.556
mkt-rf,1.0051,0.029,35.151,0.0,0.949,1.061
FX Factor,0.0032,0.012,0.278,0.781,-0.019,0.026
