,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0947,0.138,-0.684,0.495,-0.367,0.178
mkt-rf,0.9945,0.022,44.954,0.0,0.951,1.038
FX Factor,0.0031,0.005,0.571,0.568,-0.008,0.014
