,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0653,0.07,0.928,0.355,-0.073,0.204
mkt-rf,0.9701,0.017,57.9,0.0,0.937,1.003
FX Factor,-0.0027,0.003,-1.022,0.308,-0.008,0.002
