,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2967,0.119,-2.488,0.014,-0.532,-0.062
mkt-rf,1.0587,0.028,37.324,0.0,1.003,1.115
FX Factor,0.0109,0.004,2.476,0.014,0.002,0.02
