,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0506,0.244,-0.207,0.836,-0.531,0.43
mkt-rf,0.9931,0.021,46.476,0.0,0.951,1.035
FX Factor,0.0017,0.009,0.199,0.842,-0.015,0.019
