,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0797,0.175,-0.457,0.648,-0.424,0.264
mkt-rf,0.9945,0.042,23.936,0.0,0.913,1.076
FX Factor,0.0027,0.006,0.421,0.674,-0.01,0.015
