,coef,std err,t,P>|t|,[0.025,0.975]
const,0.066,0.188,0.351,0.726,-0.304,0.436
mkt-rf,0.982,0.016,59.587,0.0,0.95,1.014
FX Factor,-0.0027,0.007,-0.403,0.687,-0.016,0.01
