,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0474,0.051,-0.927,0.355,-0.148,0.053
mkt-rf,1.0048,0.008,122.84,0.0,0.989,1.021
FX Factor,0.0018,0.002,0.887,0.376,-0.002,0.006
