,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0324,0.117,0.278,0.781,-0.197,0.262
mkt-rf,0.9815,0.028,35.395,0.0,0.927,1.036
FX Factor,-0.0014,0.004,-0.327,0.744,-0.01,0.007
