,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0897,0.178,0.503,0.615,-0.262,0.441
mkt-rf,0.9956,0.016,63.714,0.0,0.965,1.026
FX Factor,-0.0033,0.006,-0.523,0.602,-0.016,0.009
