,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0407,0.061,0.671,0.503,-0.079,0.16
mkt-rf,0.9932,0.01,102.525,0.0,0.974,1.012
FX Factor,-0.0016,0.002,-0.668,0.505,-0.006,0.003
