,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0001,0.051,0.002,0.998,-0.1,0.101
mkt-rf,0.9985,0.008,122.355,0.0,0.982,1.015
FX Factor,-5.975e-05,0.002,-0.03,0.976,-0.004,0.004
