,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0472,0.148,0.318,0.751,-0.245,0.339
mkt-rf,0.9452,0.035,26.803,0.0,0.876,1.015
FX Factor,-0.0023,0.005,-0.426,0.67,-0.013,0.008
