,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2385,0.236,-1.012,0.312,-0.703,0.226
mkt-rf,1.0226,0.056,18.244,0.0,0.912,1.133
FX Factor,0.0085,0.009,0.976,0.33,-0.009,0.026
