,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0359,0.038,-0.955,0.341,-0.11,0.038
mkt-rf,0.9964,0.006,162.24,0.0,0.984,1.008
FX Factor,0.0011,0.001,0.875,0.383,-0.001,0.003
