,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0188,0.206,-0.091,0.928,-0.425,0.388
mkt-rf,0.9723,0.018,53.766,0.0,0.937,1.008
FX Factor,0.0002,0.007,0.029,0.977,-0.014,0.015
