,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0198,0.061,0.324,0.746,-0.101,0.14
mkt-rf,0.9893,0.01,99.065,0.0,0.97,1.009
FX Factor,-0.0009,0.002,-0.466,0.642,-0.005,0.003
