,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0676,0.078,-0.869,0.386,-0.221,0.086
mkt-rf,1.0044,0.012,80.858,0.0,0.98,1.029
FX Factor,0.0025,0.003,0.816,0.415,-0.004,0.009
