,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1221,0.116,-1.049,0.295,-0.351,0.107
mkt-rf,1.0562,0.028,38.145,0.0,1.002,1.111
FX Factor,0.005,0.004,1.161,0.247,-0.003,0.013
