,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0716,0.133,0.537,0.592,-0.191,0.334
mkt-rf,0.9826,0.022,45.058,0.0,0.94,1.026
FX Factor,-0.0027,0.004,-0.626,0.532,-0.011,0.006
