,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1802,0.148,-1.218,0.225,-0.472,0.111
mkt-rf,1.0565,0.035,30.009,0.0,0.987,1.126
FX Factor,0.0069,0.005,1.271,0.205,-0.004,0.018
