,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1189,0.122,0.971,0.333,-0.122,0.36
mkt-rf,1.0014,0.011,93.312,0.0,0.98,1.023
FX Factor,-0.0043,0.004,-0.983,0.326,-0.013,0.004
