,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1606,0.093,-1.721,0.086,-0.344,0.023
mkt-rf,1.0366,0.022,46.72,0.0,0.993,1.08
FX Factor,0.006,0.003,1.736,0.084,-0.001,0.013
