,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1253,0.106,1.186,0.237,-0.083,0.333
mkt-rf,0.9493,0.025,37.795,0.0,0.9,0.999
FX Factor,-0.005,0.004,-1.273,0.204,-0.013,0.003
