,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0712,0.189,0.377,0.707,-0.301,0.444
mkt-rf,1.017,0.045,22.61,0.0,0.928,1.106
FX Factor,-0.002,0.007,-0.293,0.77,-0.016,0.012
