,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0529,0.105,-0.506,0.613,-0.259,0.153
mkt-rf,1.0194,0.017,61.023,0.0,0.987,1.052
FX Factor,0.0026,0.004,0.627,0.531,-0.006,0.011
