,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0253,0.043,-0.588,0.557,-0.11,0.059
mkt-rf,0.9899,0.007,140.791,0.0,0.976,1.004
FX Factor,0.0006,0.001,0.398,0.691,-0.002,0.003
