,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0769,0.086,-0.899,0.37,-0.245,0.092
mkt-rf,0.9957,0.014,71.229,0.0,0.968,1.023
FX Factor,0.0024,0.003,0.866,0.387,-0.003,0.008
