,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0887,0.186,0.477,0.633,-0.277,0.454
mkt-rf,1.008,0.016,61.947,0.0,0.976,1.04
FX Factor,-0.003,0.007,-0.462,0.645,-0.016,0.01
