,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0328,0.06,-0.544,0.587,-0.151,0.086
mkt-rf,1.0046,0.01,104.477,0.0,0.986,1.024
FX Factor,0.0013,0.002,0.551,0.582,-0.003,0.006
