,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.3915,0.355,-1.102,0.272,-1.092,0.309
mkt-rf,1.0031,0.031,32.209,0.0,0.942,1.064
FX Factor,0.0141,0.013,1.123,0.263,-0.011,0.039
