,coef,std err,t,P>|t|,[0.025,0.975]
const,0.2082,0.149,1.394,0.165,-0.086,0.503
mkt-rf,1.0117,0.024,41.434,0.0,0.964,1.06
FX Factor,-0.0065,0.005,-1.351,0.178,-0.016,0.003
