,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0267,0.068,-0.394,0.694,-0.16,0.107
mkt-rf,1.0064,0.011,93.076,0.0,0.985,1.028
FX Factor,0.0012,0.003,0.447,0.655,-0.004,0.006
