,coef,std err,t,P>|t|,[0.025,0.975]
const,0.2553,0.174,1.467,0.144,-0.087,0.598
mkt-rf,0.9444,0.041,22.819,0.0,0.863,1.026
FX Factor,-0.0094,0.006,-1.47,0.143,-0.022,0.003
