,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1246,0.088,-1.424,0.156,-0.297,0.048
mkt-rf,1.0267,0.014,73.387,0.0,0.999,1.054
FX Factor,0.0053,0.003,1.545,0.124,-0.001,0.012
