,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1168,0.053,2.215,0.028,0.013,0.221
mkt-rf,1.0013,0.009,116.192,0.0,0.984,1.018
FX Factor,-0.0037,0.002,-2.202,0.029,-0.007,-0.0
