,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2765,0.221,-1.25,0.212,-0.712,0.159
mkt-rf,0.9718,0.019,50.149,0.0,0.934,1.01
FX Factor,0.0094,0.008,1.21,0.228,-0.006,0.025
