,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.194,0.123,-1.579,0.116,-0.436,0.048
mkt-rf,0.9844,0.011,91.428,0.0,0.963,1.006
FX Factor,0.0067,0.004,1.545,0.124,-0.002,0.015
