,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0109,0.149,0.073,0.942,-0.282,0.304
mkt-rf,0.9708,0.035,27.459,0.0,0.901,1.04
FX Factor,-0.0008,0.005,-0.148,0.882,-0.012,0.01
