,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0401,0.148,-0.27,0.787,-0.332,0.252
mkt-rf,1.0303,0.035,29.177,0.0,0.961,1.1
FX Factor,0.0018,0.005,0.321,0.749,-0.009,0.013
