,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.048,0.119,-0.404,0.687,-0.282,0.186
mkt-rf,0.9831,0.019,50.619,0.0,0.945,1.021
FX Factor,0.0011,0.004,0.295,0.768,-0.006,0.009
