,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1652,0.128,-1.287,0.199,-0.418,0.088
mkt-rf,0.9795,0.011,87.08,0.0,0.957,1.002
FX Factor,0.0056,0.005,1.228,0.221,-0.003,0.014
