,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0169,0.057,-0.295,0.768,-0.13,0.096
mkt-rf,1.0033,0.009,109.371,0.0,0.985,1.021
FX Factor,0.0007,0.002,0.321,0.748,-0.004,0.005
