,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0179,0.072,-0.25,0.803,-0.159,0.123
mkt-rf,1.0011,0.011,87.466,0.0,0.979,1.024
FX Factor,0.0007,0.003,0.233,0.816,-0.005,0.006
