,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0513,0.083,-0.616,0.538,-0.215,0.113
mkt-rf,1.0168,0.014,74.731,0.0,0.99,1.044
FX Factor,0.0021,0.003,0.771,0.442,-0.003,0.007
