,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0354,0.074,-0.481,0.631,-0.18,0.109
mkt-rf,1.0012,0.017,57.252,0.0,0.967,1.036
FX Factor,0.0012,0.003,0.426,0.671,-0.004,0.006
