,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0337,0.075,-0.451,0.652,-0.181,0.113
mkt-rf,1.0013,0.012,83.872,0.0,0.978,1.025
FX Factor,0.0013,0.003,0.423,0.673,-0.005,0.007
