,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0668,0.06,-1.122,0.263,-0.184,0.05
mkt-rf,1.0069,0.01,105.82,0.0,0.988,1.026
FX Factor,0.0025,0.002,1.08,0.281,-0.002,0.007
