,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1244,0.119,1.05,0.295,-0.109,0.358
mkt-rf,1.0079,0.019,52.016,0.0,0.97,1.046
FX Factor,-0.0038,0.004,-0.995,0.321,-0.011,0.004
