,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0273,0.11,0.249,0.804,-0.189,0.244
mkt-rf,0.9872,0.01,102.544,0.0,0.968,1.006
FX Factor,-0.0012,0.004,-0.31,0.757,-0.009,0.006
